year,name,sumrelig,pop,religions,relpop
2000,IND,1028252528,1028662016,syncgen,130000
2005,IND,1111388004,1115318016,syncgen,140510
2010,IND,1194523484,1195000000,syncgen,151021
1975,BHU,1158505,1159000,syncgen,0
1980,BHU,1164400,1165000,syncgen,0
1985,BHU,1443375,1451000,syncgen,0
1990,BHU,1640130,1645000,syncgen,0
1995,BHU,1757656,1770000,syncgen,0
2000,BHU,2123953,2124000,syncgen,0
2005,BHU,671884,672000,syncgen,0
2010,BHU,693989,694754,syncgen,0
1950,PAK,74523172,74620000,syncgen,1194
1955,PAK,84297949,84406000,syncgen,1436
1960,PAK,98727125,98737000,syncgen,1679
1965,PAK,112852866,113061000,syncgen,1921
1970,PAK,128723088,128724000,syncgen,2163
1975,PAK,70888516,71033000,syncgen,1481
1980,PAK,82219079,82581000,syncgen,800
1985,PAK,96259980,96472000,syncgen,1250
1990,PAK,112267700,112404000,syncgen,1700
1995,PAK,129616689,129871000,syncgen,1937
2000,PAK,156371107,156483008,syncgen,2000
2005,PAK,153849902,153960000,syncgen,1967
2010,PAK,168326115,168446576,syncgen,2152
1975,BNG,78723371,78961000,syncgen,0
1980,BNG,88675095,88678000,syncgen,0
1985,BNG,99207750,99434000,syncgen,2150
1990,BNG,109584409,109765000,syncgen,2300
1995,BNG,118082864,118229000,syncgen,2532
2000,BNG,128959940,129155000,syncgen,2764
2005,BNG,138410081,138600000,syncgen,2958
2010,BNG,147227803,147290688,syncgen,3152
1950,MYA,17829176,17832000,syncgen,51891
1955,MYA,19552366,19561000,syncgen,59599
1960,MYA,22346606,22355000,syncgen,67308
1965,MYA,24206336,24218000,syncgen,75016
1970,MYA,26987806,27034000,syncgen,82724
1975,MYA,30168740,30170000,syncgen,104362
1980,MYA,33619141,33637000,syncgen,126000
1985,MYA,38627660,38641000,syncgen,122000
1990,MYA,41341850,41354000,syncgen,118000
1995,MYA,45081853,45106000,syncgen,117610
2000,MYA,45531656,45611000,syncgen,100220
2005,MYA,55325422,55374000,syncgen,112311
2010,MYA,58723875,58807968,syncgen,119276
1950,SRI,7677959,7678000,syncgen,0
1955,SRI,8696085,8723000,syncgen,125
1960,SRI,9873926,9889000,syncgen,249
1965,SRI,11163991,11164000,syncgen,374
1970,SRI,12515962,12516000,syncgen,498
1975,SRI,13467067,13496000,syncgen,499
1980,SRI,14541770,14747000,syncgen,500
1985,SRI,15841560,15842000,syncgen,600
1990,SRI,16981890,16993000,syncgen,700
1995,SRI,18111564,18112000,syncgen,726
2000,SRI,17009057,17100000,syncgen,0
2005,SRI,19542351,19668000,syncgen,0
2010,SRI,20514243,20590078,syncgen,0
1965,MAD,108282,109000,syncgen,0
1970,MAD,111250,121000,syncgen,0
1975,MAD,130230,131000,syncgen,0
1980,MAD,157221,158000,syncgen,0
1985,MAD,174223,184000,syncgen,0
1990,MAD,215990,216000,syncgen,0
1995,MAD,244648,254000,syncgen,0
2000,MAD,282780,286000,syncgen,0
2005,MAD,290688,294000,syncgen,0
2010,MAD,313828,317405,syncgen,0
1945,NEP,7109734,7110000,syncgen,0
1950,NEP,7861694,7862000,syncgen,0
1955,NEP,8471107,8477000,syncgen,0
1960,NEP,9251652,9263000,syncgen,0
1965,NEP,10210714,10211000,syncgen,0
1970,NEP,11326866,11327000,syncgen,0
1975,NEP,12831640,12835000,syncgen,3700
1980,NEP,14387170,14634000,syncgen,7400
1985,NEP,16253105,16324000,syncgen,11100
1990,NEP,18107030,18111000,syncgen,14800
1995,NEP,21141905,21456000,syncgen,15751
2000,NEP,23879587,23930000,syncgen,0
2005,NEP,25279227,25343000,syncgen,0
2010,NEP,26482921,26494504,syncgen,0
1945,THI,17267434,17284000,syncgen,708744
1950,THI,19630984,19635000,syncgen,618503
1955,THI,22751498,22762000,syncgen,539751
1960,THI,26620456,26634000,syncgen,461000
1965,THI,30964338,31025000,syncgen,594200
1970,THI,36365637,36370000,syncgen,727400
1975,THI,41864717,41869000,syncgen,759700
1980,THI,46687660,46718000,syncgen,792000
1985,THI,51543490,51580000,syncgen,666000
1990,THI,55717390,55839000,syncgen,540000
1995,THI,59208541,59401000,syncgen,549672
2000,THI,61181217,61399000,syncgen,50000
2005,THI,64553618,64839000,syncgen,59700
2010,THI,67086798,67333472,syncgen,62000
1955,CAM,4817673,4840000,syncgen,40751
1960,CAM,5432889,5433000,syncgen,61613
1965,CAM,6139971,6141000,syncgen,93153
1970,CAM,6933840,6938000,syncgen,140841
1975,CAM,7075455,7098000,syncgen,212940
1980,CAM,6487147,6498000,syncgen,194940
1985,CAM,7397755,7422000,syncgen,222660
1990,CAM,8551720,8568000,syncgen,342720
1995,CAM,9821510,9836000,syncgen,393440
2000,CAM,11158954,11168000,syncgen,0
2005,CAM,13205926,13661000,syncgen,0
2010,CAM,15252896,15308156,syncgen,0
1955,LAO,1943682,1944000,syncgen,6223
1960,LAO,2305525,2337000,syncgen,7447
1965,LAO,2624588,2631000,syncgen,8670
1970,LAO,2961813,2962000,syncgen,9893
1975,LAO,3022078,3024000,syncgen,21946
1980,LAO,3198575,3205000,syncgen,34000
1985,LAO,3588398,3594000,syncgen,48000
1990,LAO,4182430,4202000,syncgen,62000
1995,LAO,4872778,4882000,syncgen,40698
2000,LAO,5430473,5433000,syncgen,15000
2005,LAO,5660448,5679000,syncgen,18000
2010,LAO,6136672,6140902,syncgen,15000
1955,DRV,13549900,13550000,syncgen,542000
1960,DRV,15969000,16100000,syncgen,644000
1965,DRV,18960383,19000000,syncgen,760000
1970,DRV,21034189,21150000,syncgen,900000
1975,DRV,24012651,24032000,syncgen,863000
1980,DRV,53015636,53732000,syncgen,826000
1985,DRV,59606850,59872000,syncgen,813000
1990,DRV,65096320,66233000,syncgen,800000
1995,DRV,71825964,73793000,syncgen,799160
2000,DRV,79752388,79832000,syncgen,790000
2005,DRV,83048194,83106000,syncgen,805000
2010,DRV,87891885,87918024,syncgen,820000
1955,RVN,12047400,12420000,syncgen,0
1960,RVN,15494200,16100000,syncgen,0
1965,RVN,15636400,16120000,syncgen,0
1970,RVN,17780100,18330000,syncgen,0
1960,MAL,9780869,9786000,syncgen,4000000
1965,MAL,9207462,9210000,syncgen,3000300
1970,MAL,10340628,10390000,syncgen,2559330
1975,MAL,11911657,11926000,syncgen,2842525
1980,MAL,13674975,13764000,syncgen,3165720
1985,MAL,15548552,15681000,syncgen,3449820
1990,MAL,17657942,17764000,syncgen,461864
1995,MAL,20513275,20689000,syncgen,537914
2000,MAL,22146076,22244000,syncgen,578344
2005,MAL,25455451,25800000,syncgen,644172
2010,MAL,28268358,28300000,syncgen,710000
1965,SIN,1802334,1887000,syncgen,934563
1970,SIN,2064802,2075000,syncgen,1124392
1975,SIN,2244380,2263000,syncgen,1222020
1980,SIN,2277757,2282000,syncgen,1186640
1985,SIN,2456306,2483000,syncgen,1167010
1990,SIN,3009064,3016000,syncgen,1357200
1995,SIN,3454911,3468000,syncgen,1525920
2000,SIN,4011355,4018000,syncgen,340000
2005,SIN,4558142,4565000,syncgen,330000
2010,SIN,5104933,5112000,syncgen,320000
1985,BRU,217476,218000,syncgen,7180
1990,BRU,252990,253000,syncgen,9860
1995,BRU,295034,296000,syncgen,11540
2000,BRU,326350,328000,syncgen,12800
2005,BRU,376467,380000,syncgen,15300
2010,BRU,411120,412115,syncgen,15000
1950,PHI,20274108,20275000,syncgen,43997
1955,PHI,23567298,23568000,syncgen,51065
1960,PHI,27068829,27088000,syncgen,58132
1965,PHI,31754415,31881000,syncgen,65200
1970,PHI,36679457,36684000,syncgen,72267
1975,PHI,41740832,42071000,syncgen,66133
1980,PHI,48035366,48317000,syncgen,60000
1985,PHI,54530068,54668000,syncgen,52000
1990,PHI,61269808,61480000,syncgen,50000
1995,PHI,69711752,70267000,syncgen,44296
2000,PHI,76474433,76510000,syncgen,44593
2005,PHI,83940981,84241000,syncgen,49449
2010,PHI,91875083,92097978,syncgen,53000
1950,INS,79329734,79538000,syncgen,531314
1955,INS,86192739,86552000,syncgen,715657
1960,INS,95783600,96194000,syncgen,900000
1965,INS,105524072,105708000,syncgen,938011
1970,INS,117787554,117877000,syncgen,976022
1975,INS,130070871,130504000,syncgen,1013011
1990,INS,179472885,179483008,syncgen,1200000
1995,INS,197362754,197841504,syncgen,1225000
2000,INS,215252626,216200000,syncgen,1250000
2005,INS,227278556,227300000,syncgen,1656454
2010,INS,239610214,239960000,syncgen,2062908
2005,ETM,990866,992000,syncgen,0
2010,ETM,1126108,1127779,syncgen,0
1945,AUL,7376031,7392000,syncgen,16692
1950,AUL,8175796,8179000,syncgen,13986
1955,AUL,9197512,9200000,syncgen,11718
1960,AUL,10270476,10275000,syncgen,9451
1965,AUL,11383711,11388000,syncgen,7183
1970,AUL,12496918,12507000,syncgen,4915
1975,AUL,13889071,13893000,syncgen,4957
1980,AUL,14668033,14695000,syncgen,5000
1985,AUL,15739622,15788000,syncgen,14500
1990,AUL,16990300,17065000,syncgen,24000
1995,AUL,18056511,18072000,syncgen,42028
2000,AUL,18803187,18886000,syncgen,60057
2005,AUL,20326985,20395000,syncgen,65000
2010,AUL,21301157,21400000,syncgen,70000
1975,PNG,2688500,2696000,syncgen,2600
1980,PNG,2950800,2978000,syncgen,2600
1985,PNG,3325285,3337000,syncgen,2600
1990,PNG,3695000,3698000,syncgen,2600
1995,PNG,4073847,4074000,syncgen,3078
2000,PNG,4792220,4807000,syncgen,2500
2005,PNG,6099186,6118000,syncgen,3181
2010,PNG,6862622,6886887,syncgen,3581
1945,NEW,1716616,1728000,syncgen,4550
1950,NEW,1906482,1908000,syncgen,4999
1955,NEW,2135994,2136000,syncgen,5192
1960,NEW,2351774,2372000,syncgen,5985
1965,NEW,2615193,2628000,syncgen,6478
1970,NEW,2808896,2811000,syncgen,6971
1975,NEW,3071503,3083000,syncgen,7535
1980,NEW,3105019,3113000,syncgen,8100
1985,NEW,3245920,3247000,syncgen,7550
1990,NEW,3349260,3362000,syncgen,7000
1995,NEW,3530376,3542000,syncgen,9293
2000,NEW,3773653,3862000,syncgen,12000
2005,NEW,4132252,4134000,syncgen,10866
2010,NEW,4365644,4367490,syncgen,11480
1985,VAN,135293,136000,syncgen,0
1990,VAN,142180,144000,syncgen,0
1995,VAN,161734,165000,syncgen,0
2000,VAN,182974,190000,syncgen,0
2005,VAN,208470,219000,syncgen,0
2010,VAN,236623,241400,syncgen,0
1980,SOL,226892,227000,syncgen,0
1985,SOL,269621,270000,syncgen,0
1990,SOL,319600,320000,syncgen,0
1995,SOL,377740,378000,syncgen,0
2000,SOL,436880,444000,syncgen,0
2005,SOL,478364,490000,syncgen,0
2010,SOL,518054,536533,syncgen,0
2000,KIR,100983,101000,syncgen,0
2005,KIR,90884,92000,syncgen,0
2010,KIR,101983,103000,syncgen,0
2000,TUV,10980,11000,syncgen,0
2005,TUV,9960,10000,syncgen,0
2010,TUV,9996,10067,syncgen,0
1970,FIJ,519766,520000,syncgen,200
1975,FIJ,568977,569000,syncgen,220
1980,FIJ,633900,634000,syncgen,240
1985,FIJ,695070,697000,syncgen,1520
1990,FIJ,730910,731000,syncgen,2800
1995,FIJ,790978,796000,syncgen,1829
2000,FIJ,797168,817000,syncgen,0
2005,FIJ,788161,825000,syncgen,0
2010,FIJ,858973,859318,syncgen,0
2000,TON,93405,110000,syncgen,0
2005,TON,95297,112400,syncgen,0
2010,TON,103146,104817,syncgen,0
2000,NAU,12870,13000,syncgen,0
2005,NAU,13000,13000,syncgen,0
2010,NAU,9638,9937,syncgen,0
1995,MSI,56000,56000,syncgen,0
2000,MSI,63970,64000,syncgen,0
2005,MSI,53995,54000,syncgen,0
2010,MSI,54471,54566,syncgen,0
1995,PAL,16950,17000,syncgen,40
2000,PAL,18737,19000,syncgen,47
2005,PAL,21755,22000,syncgen,55
2010,PAL,21349,21370,syncgen,53
1995,FSM,104622,105000,syncgen,388
2000,FSM,113994,119000,syncgen,358
2005,FSM,102048,109000,syncgen,328
2010,FSM,108783,110971,syncgen,333
1980,WSM,155941,156000,syncgen,12
1985,WSM,156883,157000,syncgen,13
1990,WSM,163867,164000,syncgen,15
1995,WSM,164884,165000,syncgen,16
2000,WSM,177183,180000,syncgen,18
2005,WSM,180093,183000,syncgen,18
2010,WSM,183990,188861,syncgen,19
1945,USA,139382062,139928000,anmgen,0
1950,USA,151652986,152271008,anmgen,0
1955,USA,162728815,165931000,anmgen,0
1960,USA,179294703,180671000,anmgen,0
1965,USA,194049012,194631000,anmgen,0
1970,USA,200695751,200706000,anmgen,0
1975,USA,215701628,215943000,anmgen,0
1980,USA,225891446,227726000,anmgen,59708
1985,USA,238168864,238466000,anmgen,0
1990,USA,249744836,249907000,anmgen,78345
1995,USA,262064532,262755000,anmgen,219079
2000,USA,278248108,278357000,anmgen,359813
2005,USA,295720819,295896000,anmgen,1066695
2010,USA,311953794,312750000,anmgen,1773577
1945,CAN,10839717,11506655,anmgen,0
1950,CAN,12725732,13737000,anmgen,50003
1955,CAN,14908644,15736000,anmgen,25001
1960,CAN,17548194,17909000,anmgen,0
1965,CAN,19269427,19678000,anmgen,0
1970,CAN,19459798,21297000,anmgen,11777
1975,CAN,22977559,23142000,anmgen,12395
1980,CAN,24259120,24516000,anmgen,150692
1985,CAN,25833811,25843000,anmgen,0
1990,CAN,27685700,27701000,anmgen,9000
1995,CAN,29033623,29354000,anmgen,36487
2000,CAN,31021879,31147000,anmgen,63975
2005,CAN,32202025,32300000,anmgen,66343
2010,CAN,34464899,34500000,anmgen,70861
1975,BHM,171792,189000,anmgen,0
1980,BHM,185640,210000,anmgen,3900
1985,BHM,193700,232000,anmgen,0
1990,BHM,215870,255000,anmgen,0
1995,BHM,253645,284000,anmgen,0
2000,BHM,307354,307500,anmgen,1000
2005,BHM,324845,325000,anmgen,1056
2010,BHM,313159,313312,anmgen,1018
1945,CUB,8517565,4930000,anmgen,0
1950,CUB,9871252,5858000,anmgen,0
1955,CUB,10845166,6426000,anmgen,0
1960,CUB,11812200,7029000,anmgen,0
1965,CUB,12145920,7400000,anmgen,0
1970,CUB,14474800,8546000,anmgen,0
1975,CUB,14436638,8546000,anmgen,0
1980,CUB,16423980,9724000,anmgen,252000
1985,CUB,17125520,10098000,anmgen,0
1990,CUB,16688470,10624000,anmgen,0
1995,CUB,17437908,10980000,anmgen,0
2000,CUB,17630500,11201000,anmgen,0
2005,CUB,14661028,11243000,anmgen,0
2010,CUB,14540477,11241161,anmgen,0
1945,HAI,4481500,3090000,anmgen,0
1950,HAI,4492500,3097000,anmgen,0
1955,HAI,4848500,3500000,anmgen,0
1960,HAI,5155000,3804000,anmgen,0
1965,HAI,5814381,4143000,anmgen,0
1970,HAI,6692055,4520000,anmgen,0
1975,HAI,7199236,4920000,anmgen,0
1980,HAI,7845000,5353000,anmgen,106300
1985,HAI,8577500,5865000,anmgen,0
1990,HAI,9589942,6486000,anmgen,0
1995,HAI,10216822,7180000,anmgen,0
2000,HAI,13296925,8222000,anmgen,0
2005,HAI,15540200,9410000,anmgen,0
2010,HAI,13382736,9760832,anmgen,0
1945,DOM,1879020,1980000,anmgen,0
1950,DOM,2134278,2240000,anmgen,0
1955,DOM,2491211,2554000,anmgen,0
1960,DOM,3149465,3231000,anmgen,0
1965,DOM,3239450,3350000,anmgen,0
1970,DOM,4050389,4062000,anmgen,0
1975,DOM,4565714,4697000,anmgen,32550
1980,DOM,5555175,5697000,anmgen,65100
1985,DOM,6123120,6416000,anmgen,60000
1990,DOM,6839494,7106114,anmgen,0
1995,DOM,6892000,7170000,anmgen,0
2000,DOM,8189006,8261536,anmgen,0
2005,DOM,9149266,9183984,anmgen,0
2010,DOM,9857180,9956648,anmgen,0
1960,JAM,1602437,1613148,anmgen,0
1965,JAM,1517685,1718031,anmgen,0
1970,JAM,1639371,1810000,anmgen,0
1975,JAM,1734239,1810000,anmgen,117150
1980,JAM,1805188,1810000,anmgen,234300
1985,JAM,2251210,2311000,anmgen,0
1990,JAM,2356755,2415000,anmgen,0
1995,JAM,2409423,2415000,anmgen,0
2000,JAM,2462096,2583000,anmgen,0
2005,JAM,2513313,2650000,anmgen,0
2010,JAM,2564536,2868630,anmgen,0
1960,TRI,837957,900000,anmgen,0
1965,TRI,888127,996844,anmgen,0
1970,TRI,938299,971000,anmgen,0
1975,TRI,1072929,1176000,anmgen,5100
1980,TRI,1076400,1082000,anmgen,10200
1985,TRI,1177820,1178000,anmgen,0
1990,TRI,1181785,1215000,anmgen,0
1995,TRI,1214758,1260000,anmgen,0
2000,TRI,1247735,1295000,anmgen,0
2005,TRI,1220223,1294000,anmgen,0
2010,TRI,1210710,1305000,anmgen,0
1970,BAR,207034,239000,anmgen,0
1975,BAR,200377,239000,anmgen,4300
1980,BAR,191751,249000,anmgen,8600
1985,BAR,191790,253000,anmgen,0
1990,BAR,195807,257000,anmgen,25
1995,BAR,245858,264000,anmgen,26
2000,BAR,247272,270000,anmgen,28
2005,BAR,247940,273000,anmgen,24
2010,BAR,248590,288705,anmgen,0
1980,DMA,73940,74000,anmgen,0
1985,DMA,74000,75000,anmgen,0
1990,DMA,69710,72000,anmgen,0
1995,DMA,70305,71000,anmgen,0
2000,DMA,66337,71000,anmgen,0
2005,DMA,68907,72386,anmgen,0
2010,DMA,71540,73000,anmgen,0
1975,GRN,89950,107800,anmgen,0
1980,GRN,92890,109000,anmgen,0
1985,GRN,77000,91000,anmgen,0
1990,GRN,75257,91000,anmgen,0
1995,GRN,80005,91000,anmgen,0
2000,GRN,83836,88000,anmgen,0
2005,GRN,102677,103000,anmgen,0
2010,GRN,100486,108419,anmgen,0
1980,SLU,123425,124000,anmgen,0
1985,SLU,135000,137000,anmgen,0
1990,SLU,132757,133000,anmgen,0
1995,SLU,139828,145000,anmgen,0
2000,SLU,147132,154000,anmgen,0
2005,SLU,154322,165000,anmgen,0
2010,SLU,161515,164000,anmgen,0
1980,SVG,90093,98000,anmgen,0
1985,SVG,92000,102000,anmgen,0
1990,SVG,100623,106000,anmgen,0
1995,SVG,105135,111000,anmgen,114
2000,SVG,111822,114000,anmgen,228
2005,SVG,103941,104000,anmgen,114
2010,SVG,96063,104000,anmgen,0
1980,AAB,55750,63000,anmgen,1500
1985,AAB,52750,64000,anmgen,0
1990,AAB,52446,59355,anmgen,2000
1995,AAB,57877,61609,anmgen,1000
2000,AAB,63311,63863,anmgen,0
2005,AAB,73930,83000,anmgen,0
2010,AAB,84552,86900,anmgen,0
1985,SKN,42060,44000,anmgen,3090
1990,SKN,37580,40500,anmgen,0
1995,SKN,40453,43412,anmgen,0
2000,SKN,43327,46325,anmgen,0
2005,SKN,46986,48000,anmgen,0
2010,SKN,50647,50700,anmgen,0
1945,MEX,20913774,22230000,anmgen,0
1950,MEX,25677183,27376000,anmgen,0
1955,MEX,25676574,27376000,anmgen,0
1960,MEX,34564713,36322000,anmgen,0
1965,MEX,36878500,38500000,anmgen,0
1970,MEX,50069846,50596000,anmgen,50000
1975,MEX,67011110,67580000,anmgen,51000
1980,MEX,67273680,67570000,anmgen,52000
1985,MEX,73773800,75465000,anmgen,0
1990,MEX,83168300,83226000,anmgen,0
1995,MEX,90408173,90487000,anmgen,36225
2000,MEX,98353047,98881000,anmgen,72450
2005,MEX,103924008,103947000,anmgen,117732
2010,MEX,111998869,112336538,anmgen,27839
1980,BLZ,136590,150000,anmgen,200
1985,BLZ,146500,166000,anmgen,0
1990,BLZ,182200,189000,anmgen,480
1995,BLZ,207902,216000,anmgen,460
2000,BLZ,214832,241000,anmgen,0
2005,BLZ,244229,292000,anmgen,0
2010,BLZ,273631,304106,anmgen,0
1945,GUA,2317000,2440000,anmgen,0
1950,GUA,2781963,2969000,anmgen,0
1955,GUA,3065206,3258000,anmgen,0
1960,GUA,3807000,3964000,anmgen,0
1965,GUA,4306560,4568000,anmgen,0
1970,GUA,4927273,5246000,anmgen,5000
1975,GUA,5540186,6023000,anmgen,12000
1980,GUA,6154100,6917000,anmgen,19000
1985,GUA,7336275,7963000,anmgen,11075
1990,GUA,8621700,9197000,anmgen,3150
1995,GUA,9608213,9976000,anmgen,1742
2000,GUA,11371710,11385000,anmgen,2910
2005,GUA,12615290,12701000,anmgen,0
2010,GUA,13775089,13824463,anmgen,2800
1945,HON,1197574,1260000,anmgen,0
1950,HON,1400000,1445000,anmgen,0
1955,HON,1614700,1665000,anmgen,0
1960,HON,1889000,1943000,anmgen,0
1965,HON,1994293,2029955,anmgen,0
1970,HON,2526380,2639000,anmgen,5000
1975,HON,3018954,3093000,anmgen,5000
1980,HON,3518900,3691000,anmgen,13000
1985,HON,4310000,4372000,anmgen,0
1990,HON,5061340,5105000,anmgen,6100
1995,HON,5745670,5953000,anmgen,3050
2000,HON,6430000,6530000,anmgen,0
2005,HON,7076769,7107000,anmgen,38447
2010,HON,7922811,8002039,anmgen,0
1945,SAL,1565906,1740000,anmgen,0
1950,SAL,1693000,1859000,anmgen,0
1955,SAL,1946500,2135000,anmgen,0
1960,SAL,2400000,2578000,anmgen,0
1965,SAL,2730140,2820000,anmgen,0
1970,SAL,3480338,3534000,anmgen,9500
1975,SAL,3513907,3534000,anmgen,9500
1980,SAL,4457610,4508000,anmgen,47100
1985,SAL,4836480,4856000,anmgen,0
1990,SAL,4974630,5031000,anmgen,16000
1995,SAL,5609788,5662000,anmgen,18942
2000,SAL,6245990,6276000,anmgen,21884
2005,SAL,6390944,6397000,anmgen,24692
2010,SAL,7040517,7212288,anmgen,27500
1945,NIC,912867,923000,anmgen,0
1950,NIC,1052000,1052000,anmgen,0
1955,NIC,1213000,1245000,anmgen,0
1960,NIC,1374000,1411000,anmgen,0
1965,NIC,1504181,1541000,anmgen,0
1970,NIC,1929863,2053000,anmgen,2000
1975,NIC,2302681,2408000,anmgen,14900
1980,NIC,2675500,2771000,anmgen,27800
1985,NIC,3253800,3272000,anmgen,0
1990,NIC,3796730,3871000,anmgen,18520
1995,NIC,4482839,4539000,anmgen,22642
2000,NIC,5169353,5174000,anmgen,26764
2005,NIC,5399725,5450000,anmgen,0
2010,NIC,5768109,5821815,anmgen,0
1945,COS,680000,700000,anmgen,0
1950,COS,773000,800000,anmgen,0
1955,COS,985500,1028000,anmgen,0
1960,COS,1198000,1254000,anmgen,0
1965,COS,1236000,1272677,anmgen,0
1970,COS,1675466,1727000,anmgen,1000
1975,COS,1958948,1968000,anmgen,4450
1980,COS,2244930,2245000,anmgen,7900
1985,COS,2521600,2642000,anmgen,0
1990,COS,2777800,2805000,anmgen,800
1995,COS,3265878,3333000,anmgen,857
2000,COS,4003205,4023000,anmgen,914
2005,COS,4240940,4266000,anmgen,0
2010,COS,4412549,4450000,anmgen,1250
1945,PAN,700400,703000,anmgen,0
1950,PAN,787000,795000,anmgen,0
1955,PAN,936540,946000,anmgen,0
1960,PAN,1113440,1126000,anmgen,0
1965,PAN,1301880,1303000,anmgen,2500
1970,PAN,1496322,1506000,anmgen,5000
1975,PAN,1606770,1723000,anmgen,0
1980,PAN,1942829,1950000,anmgen,5133
1985,PAN,2063280,2167000,anmgen,0
1990,PAN,2396081,2398000,anmgen,5666
1995,PAN,2567136,2631000,anmgen,0
2000,PAN,2805273,2856000,anmgen,0
2005,PAN,3210250,3228000,anmgen,0
2010,PAN,4231601,4255000,anmgen,0
1945,COL,9293000,10270000,anmgen,0
1950,COL,10487280,11334000,anmgen,0
1955,COL,12711215,13172000,anmgen,0
1960,COL,15028785,15416000,anmgen,0
1965,COL,17546120,17996000,anmgen,0
1970,COL,20460679,20527000,anmgen,134452
1975,COL,22773920,23502000,anmgen,0
1980,COL,25274750,25892000,anmgen,166000
1985,COL,28723950,29481000,anmgen,180000
1990,COL,31637750,32300000,anmgen,195000
1995,COL,34563407,35099000,anmgen,350000
2000,COL,41022675,42321000,anmgen,370423
2005,COL,42712376,42889000,anmgen,375394
2010,COL,46104347,46295000,anmgen,405206
1945,VEN,3810000,4270000,anmgen,100000
1950,VEN,4566000,4962000,anmgen,100000
1955,VEN,5762283,6098000,anmgen,100000
1960,VEN,6955000,7502000,anmgen,100000
1965,VEN,8131460,8722000,anmgen,0
1970,VEN,9914402,10399000,anmgen,20000
1975,VEN,11830212,12434000,anmgen,13533
1980,VEN,13746023,13913000,anmgen,7066
1985,VEN,16649719,17317000,anmgen,0
1990,VEN,18720120,19325000,anmgen,14500
1995,VEN,20231080,20712000,anmgen,0
2000,VEN,24125245,24170000,anmgen,53805
2005,VEN,26456582,26577000,anmgen,53752
2010,VEN,28787923,28834000,anmgen,53700
1970,GUY,702064,709000,anmgen,19639
1975,GUY,755465,781000,anmgen,0
1980,GUY,751100,759000,anmgen,12400
1985,GUY,784000,793000,anmgen,0
1990,GUY,719460,720000,anmgen,0
1995,GUY,727613,735000,anmgen,0
2000,GUY,738016,750000,anmgen,0
2005,GUY,751598,758000,anmgen,4250
2010,GUY,764647,767501,anmgen,8500
1975,SUR,358899,364000,anmgen,24000
1980,SUR,328800,355000,anmgen,22000
1985,SUR,361000,384000,anmgen,20000
1990,SUR,401831,402000,anmgen,11875
1995,SUR,407675,409000,anmgen,3450
2000,SUR,416562,417000,anmgen,4102
2005,SUR,491640,499000,anmgen,3163
2010,SUR,565990,566000,anmgen,28000
1945,ECU,2502000,2780000,anmgen,0
1950,ECU,2903000,3225000,anmgen,0
1955,ECU,3554658,3862000,anmgen,0
1960,ECU,4106886,4439000,anmgen,0
1965,ECU,4854560,5144000,anmgen,0
1970,ECU,5917727,5970000,anmgen,25000
1975,ECU,6464010,6907000,anmgen,0
1980,ECU,7704507,7961000,anmgen,16600
1985,ECU,9002200,9330000,anmgen,20000
1990,ECU,9930700,10264000,anmgen,24900
1995,ECU,8978500,9330000,anmgen,0
